invoice_date,invoice_number,location_zip,total,completion_date
2019-04-22,45044,80916.0,0.0,2019-04-22
2019-04-22,45045,80907.0,275.0,2019-04-22
2019-04-22,45046,80920.0,0.0,2019-04-22
2019-04-22,45047,80917.0,0.0,2019-04-22
2019-04-22,45048,80921.0,84.0,2019-04-22
2019-04-22,45049,80917.0,0.0,2019-04-22
2019-04-22,45050,80907.0,0.0,2019-04-22
2019-04-22,45051,80919.0,485.0,2019-04-22
2019-04-22,45052,80919.0,341.0,2019-04-22
2019-04-22,45053,80923.0,102.0,2019-04-22
2019-04-22,45054,80906.0,0.0,2019-04-22
2019-04-22,45055,80904.0,0.0,2019-04-22
2019-04-22,45056,80924.0,0.0,2019-04-22
2019-04-23,45057,80918.0,0.0,2019-04-23
2019-04-23,45058,80918.0,0.0,2019-04-23
2019-04-23,45059,80906.0,0.0,2019-04-23
2019-04-23,45060,80921.0,0.0,2019-04-23
2019-04-23,45061,80817.0,0.0,2019-04-23
2019-04-23,45062,80919.0,0.0,2019-04-23
2019-04-23,45063,80918.0,0.0,2019-04-23
2019-04-23,45064,80906.0,529.4,2019-04-23
2019-04-24,45065,80918.0,205.4,2019-04-23
2019-04-24,45066,80920.0,250.0,2019-04-23
2019-04-23,45067,80919.0,882.0,2019-04-23
2019-04-24,45068,80923.0,0.0,2019-04-23
2019-04-23,45069,80132.0,280.0,2019-04-23
2019-04-23,45070,80906.0,0.0,2019-04-23
2019-04-23,45071,80132.0,0.0,2019-04-23
2019-04-23,45072,80921.0,791.4,2019-04-23
2019-04-24,45073,80909.0,306.4,2019-04-23
2019-04-23,45074,80906.0,0.0,2019-04-23
2019-04-23,45075,80922.0,167.4,2019-04-23
2019-04-23,45076,80906.0,758.4,2019-04-23
2019-04-23,45077,80921.0,0.0,2019-04-23
2019-04-23,45078,80920.0,446.4,2019-04-23
2019-04-23,45079,80918.0,485.0,2019-04-22
2019-04-24,45081,80906.0,134.0,2019-04-24
2019-04-24,45082,80911.0,167.4,2019-04-23
2019-04-24,45083,80907.0,732.0,2019-04-24
2019-04-24,45084,80831.0,184.0,2019-04-24
2019-04-24,45085,80919.0,48.0,2019-04-24
2019-04-23,45086,80921.0,585.4,2019-04-23
2019-04-23,45087,80920.0,449.0,2019-04-23
2019-04-24,45088,80924.0,48.0,2019-04-24
2019-04-24,45089,80920.0,223.0,2019-04-24
2019-04-24,45090,80920.0,28.0,2019-04-24
2019-04-24,45091,80906.0,196.0,2019-04-24
2019-04-24,45092,80909.0,0.0,2019-04-24
2019-04-24,45093,80132.0,0.0,2019-04-24
2019-04-24,45094,80919.0,0.0,2019-04-24
2019-04-24,45095,80906.0,1357.0,2019-04-24
2019-04-24,45096,80921.0,452.4,2019-04-24
2019-04-22,45097,80907.0,123.0,2019-04-22
2019-04-23,45098,80920.0,313.4,2019-04-23
2019-04-26,45099,80906.0,250.0,2019-04-26
2019-04-28,45100,80132.0,0.0,2019-04-28
2019-04-27,45101,80909.0,0.0,2019-04-27
2019-04-25,45102,80918.0,74.0,2019-04-25
2019-04-24,45103,80918.0,78.0,2019-04-24
2019-04-23,45104,80920.0,407.0,2019-04-23
2019-04-27,45105,80921.0,167.4,2019-04-27
2019-04-27,45106,80921.0,78.0,2019-04-27
2019-04-27,45107,80909.0,768.0,2019-04-27
2019-04-26,45109,80923.0,494.0,2019-04-26
2019-04-26,45110,80918.0,167.4,2019-04-26
2019-04-27,45111,80919.0,65.0,2019-04-27
2019-04-27,45112,80921.0,0.0,2019-04-27
2019-04-26,45113,80905.0,34.0,2019-04-26
2019-04-26,45114,80923.0,0.0,2019-04-26
2019-04-26,45115,80918.0,0.0,2019-04-26
2019-04-26,45116,80919.0,0.0,2019-04-26
2019-04-26,45117,80924.0,0.0,2019-04-26
2019-04-26,45118,80924.0,0.0,2019-04-26
2019-04-23,45119,80908.0,137.0,2019-04-23
2019-04-24,45120,80908.0,194.0,2019-04-24
2019-04-25,45121,80919.0,201.0,2019-04-25
2019-04-24,45123,80927.0,167.4,2019-04-24
2019-04-25,45124,80927.0,974.0,2019-04-25
2019-04-25,45125,80921.0,0.0,2019-04-25
2019-04-25,45126,80920.0,0.0,2019-04-25
2019-04-25,45127,80921.0,0.0,2019-04-25
2019-04-25,45128,80918.0,0.0,2019-04-25
2019-04-25,45129,80910.0,270.0,2019-04-25
2019-04-25,45130,80909.0,0.0,2019-04-25
2019-04-25,45131,80916.0,0.0,2019-04-25
2019-04-25,45132,80132.0,0.0,2019-04-25
2019-04-25,45133,80909.0,951.0,2019-04-25
2019-04-25,45134,80909.0,84.0,2019-04-25
2019-04-25,45135,80924.0,0.0,2019-04-25
2019-04-25,45136,80922.0,48.0,2019-04-25
2019-04-25,45137,80132.0,0.0,2019-04-25
2019-04-25,45138,80904.0,0.0,2019-04-25
2019-04-25,45139,80906.0,139.0,2019-04-25
2019-04-25,45140,80923.0,0.0,2019-04-25
2019-04-24,45141,80919.0,491.0,2019-04-24
2019-04-25,45142,80916.0,521.0,2019-04-25
2019-04-24,45143,80923.0,28.0,2019-04-24
2019-04-24,45144,80920.0,475.0,2019-04-24
2019-04-24,45145,80919.0,167.4,2019-04-24
2019-04-24,45146,80919.0,17.0,2019-04-24
2019-04-24,45147,80907.0,0.0,2019-04-24
2019-04-26,45148,80923.0,0.0,2019-04-26
2019-04-28,45149,80908.0,83.0,2019-04-27
2019-04-27,45150,80906.0,0.0,2019-04-27
2019-04-27,45151,80907.0,218.4,2019-04-27
2019-04-25,45152,80918.0,0.0,2019-04-25
2019-04-25,45153,80918.0,2043.4,2019-04-25
2019-04-25,45154,80920.0,34.0,2019-04-25
2019-04-25,45155,80918.0,28.0,2019-04-25
2019-04-25,45156,80906.0,0.0,2019-04-25
2019-04-25,45157,80907.0,1188.0,2019-04-24
2019-04-24,45158,80920.0,156.0,2019-04-24
2019-04-24,45159,80132.0,1190.0,2019-04-24
2019-04-24,45160,80132.0,268.0,2019-04-24
2019-04-24,45162,80924.0,160.0,2019-04-24
2019-04-24,45163,80922.0,294.4,2019-04-24
2019-04-25,45164,80918.0,417.0,2019-04-24
2019-04-24,45165,80906.0,49.0,2019-04-24
2019-04-24,45166,80906.0,245.4,2019-04-24
2019-04-24,45167,80906.0,184.4,2019-04-24
2019-04-24,45169,80922.0,0.0,2019-04-24
2019-04-24,45170,80907.0,676.0,2019-04-24
2019-04-24,45171,80921.0,38.0,2019-04-24
2019-04-23,45172,80921.0,190.0,2019-04-23
2019-04-22,45173,80917.0,234.0,2019-04-22
2019-04-24,45175,80906.0,0.0,2019-04-24
2019-04-26,45176,80906.0,499.0,2019-04-25
2019-04-26,45177,80917.0,794.4,2019-04-26
2019-04-26,45178,80906.0,417.0,2019-04-26
2019-04-26,45179,80904.0,139.0,2019-04-26
2019-04-26,45180,80919.0,422.0,2019-04-26
2019-04-26,45181,80919.0,643.0,2019-04-26
2019-04-26,45182,80906.0,0.0,2019-04-26
2019-04-26,45183,80923.0,0.0,2019-04-26
2019-04-26,45184,80924.0,51.0,2019-04-26
2019-04-26,45185,80927.0,476.0,2019-04-26
2019-04-27,45186,80922.0,295.0,2019-04-26
2019-04-26,45187,80921.0,245.0,2019-04-26
2019-04-26,45188,80922.0,74.0,2019-04-26
2019-04-26,45189,80132.0,0.0,2019-04-26
2019-04-26,45190,80908.0,0.0,2019-04-26
2019-04-26,45191,80132.0,0.0,2019-04-26
2019-04-26,45192,80916.0,425.4,2019-04-26
2019-04-26,45193,80918.0,17.0,2019-04-26
2019-04-26,45194,80132.0,295.0,2019-04-26
2019-04-26,45195,80921.0,1164.4,2019-04-26
2019-04-27,45196,80918.0,139.0,2019-04-26
2019-04-29,45197,80906.0,1037.4,2019-04-29
2019-04-29,45198,80923.0,0.0,2019-04-29
2019-04-29,45199,80905.0,126.0,2019-04-29
2019-04-29,45200,80921.0,0.0,2019-04-29
2019-04-29,45201,80906.0,127.0,2019-04-29
2019-04-29,45202,80918.0,62.0,2019-04-29
2019-04-29,45203,80923.0,74.0,2019-04-29
2019-04-29,45204,80920.0,28.0,2019-04-29
2019-04-29,45205,80907.0,84.0,2019-04-29
2019-04-29,45206,80917.0,435.0,2019-04-29
2019-04-29,45207,80906.0,78.0,2019-04-29
2019-04-29,45208,80921.0,133.0,2019-04-29
2019-04-29,45209,80920.0,0.0,2019-04-29
2019-04-29,45210,80132.0,0.0,2019-04-29
2019-04-29,45211,80917.0,0.0,2019-04-29
2019-04-30,45213,80132.0,435.0,2019-04-30
2019-04-30,45214,80910.0,290.0,2019-04-30
2019-04-30,45215,80922.0,0.0,2019-04-30
2019-04-30,45216,80918.0,0.0,2019-04-30
2019-04-29,45217,80910.0,167.4,2019-04-29
2019-05-01,45218,80918.0,217.0,2019-05-01
2019-04-30,45219,80916.0,435.0,2019-04-30
2019-04-30,45220,80903.0,712.4,2019-04-30
2019-04-29,45221,80921.0,0.0,2019-04-29
2019-04-29,45222,80904.0,60.0,2019-04-29
2019-04-30,45223,80920.0,167.4,2019-04-30
2019-04-30,45224,80907.0,535.4,2019-04-30
2019-04-29,45225,80919.0,207.0,2019-04-29
2019-05-01,45226,80918.0,96.0,2019-05-01
2019-04-29,45227,80919.0,28.0,2019-04-29
2019-04-29,45228,80921.0,56.0,2019-04-29
2019-04-29,45229,80132.0,0.0,2019-04-29
2019-04-29,45230,80908.0,300.0,2019-04-29
2019-04-29,45231,80919.0,48.0,2019-04-29
2019-04-29,45232,80919.0,0.0,2019-04-29
2019-04-29,45233,80923.0,0.0,2019-04-29
2019-04-29,45234,80132.0,0.0,2019-04-29
2019-04-29,45235,80132.0,0.0,2019-04-29
2019-05-04,45237,80923.0,0.0,2019-05-04
2019-05-04,45238,80831.0,0.0,2019-05-04
2019-05-04,45239,80923.0,0.0,2019-05-04
2019-05-04,45240,80918.0,167.4,2019-05-04
2019-05-03,45241,80908.0,0.0,2019-05-03
2019-05-03,45242,80908.0,0.0,2019-05-03
2019-05-03,45243,80908.0,207.0,2019-05-03
2019-05-03,45244,80907.0,0.0,2019-05-03
2019-05-03,45246,80922.0,591.0,2019-05-03
2019-05-03,45247,80920.0,134.0,2019-05-03
2019-05-03,45248,80921.0,711.4,2019-05-03
2019-05-03,45249,80921.0,486.0,2019-05-03
2019-05-03,45250,80920.0,0.0,2019-05-03
2019-05-03,45251,80919.0,140.0,2019-05-03
2019-05-03,45252,80132.0,0.0,2019-05-03
2019-05-03,45253,80920.0,167.0,2019-05-03
2019-05-03,45254,80906.0,96.0,2019-05-03
2019-04-30,45255,80909.0,0.0,2019-04-30
2019-04-30,45256,80919.0,0.0,2019-04-30
2019-04-30,45257,80911.0,0.0,2019-04-30
2019-04-30,45258,80920.0,0.0,2019-04-30
2019-04-30,45259,80907.0,0.0,2019-04-30
2019-04-30,45260,80919.0,0.0,2019-04-30
2019-04-30,45261,80132.0,0.0,2019-04-30
2019-05-03,45262,80923.0,0.0,2019-05-02
2019-04-30,45263,80906.0,0.0,2019-04-30
2019-04-29,45264,80920.0,0.0,2019-04-29
2019-04-29,45265,80924.0,0.0,2019-04-29
2019-04-29,45266,80831.0,0.0,2019-04-29
2019-04-29,45267,80919.0,0.0,2019-04-29
2019-05-02,45268,80132.0,0.0,2019-05-02
2019-05-02,45269,80132.0,0.0,2019-05-02
2019-05-03,45270,80922.0,0.0,2019-05-02
2019-05-02,45271,80132.0,0.0,2019-05-02
2019-05-02,45272,80909.0,0.0,2019-05-02
2019-05-02,45273,80924.0,0.0,2019-05-02
2019-05-02,45274,80923.0,0.0,2019-05-02
2019-05-02,45275,80921.0,0.0,2019-05-02
2019-05-02,45276,80916.0,0.0,2019-05-02
2019-05-02,45277,80919.0,0.0,2019-05-02
2019-05-02,45278,80919.0,0.0,2019-05-02
2019-05-02,45279,80919.0,0.0,2019-05-02
2019-05-02,45280,80904.0,0.0,2019-05-02
2019-05-03,45281,80920.0,0.0,2019-05-02
2019-04-29,45282,80908.0,74.0,2019-04-29
2019-04-30,45283,80925.0,410.0,2019-04-30
2019-04-29,45284,80921.0,49.0,2019-04-29
2019-04-29,45285,80132.0,217.0,2019-04-29
2019-04-30,45286,80132.0,0.0,2019-04-30
2019-05-06,45287,80920.0,791.4,2019-05-06
2019-05-03,45288,80911.0,213.0,2019-05-03
2019-04-29,45289,80909.0,0.0,2019-04-29
2019-05-03,45290,80925.0,0.0,2019-05-03
2019-04-30,45291,80904.0,0.0,2019-04-30
2019-04-30,45292,80905.0,312.0,2019-04-30
2019-05-03,45293,80919.0,429.0,2019-05-02
2019-05-03,45294,80918.0,167.4,2019-05-02
2019-04-30,45295,80919.0,97.0,2019-04-30
2019-05-02,45296,80923.0,167.4,2019-05-02
2019-05-03,45297,80923.0,78.0,2019-05-02
2019-05-03,45298,80918.0,531.0,2019-05-02
2019-05-03,45299,80920.0,366.0,2019-05-02
2019-05-02,45301,80921.0,77.0,2019-05-02
2019-05-02,45302,80918.0,152.4,2019-05-02
2019-05-06,45303,80922.0,0.0,2019-05-06
2019-05-06,45305,80918.0,848.0,2019-05-06
2019-05-06,45307,80917.0,241.0,2019-05-06
2019-05-06,45308,80915.0,0.0,2019-05-06
2019-05-06,45309,80904.0,0.0,2019-05-06
2019-05-02,45310,80919.0,399.0,2019-05-02
2019-05-02,45311,80920.0,544.0,2019-05-02
2019-05-03,45312,80906.0,49.0,2019-05-03
2019-05-01,45313,80132.0,450.0,2019-05-01
2019-05-01,45314,80908.0,125.0,2019-05-01
2019-05-01,45316,80925.0,0.0,2019-05-01
2019-05-01,45317,80906.0,0.0,2019-05-01
2019-05-01,45318,80906.0,0.0,2019-05-01
2019-05-01,45319,80906.0,388.4,2019-05-01
2019-05-01,45320,80911.0,0.0,2019-05-01
2019-05-01,45321,80919.0,0.0,2019-05-01
2019-05-01,45322,80919.0,238.0,2019-05-01
2019-05-02,45323,80908.0,156.0,2019-05-02
2019-05-02,45324,80908.0,506.0,2019-05-02
2019-05-02,45325,80915.0,167.4,2019-05-02
2019-05-03,45326,80905.0,96.0,2019-05-03
2019-05-03,45327,80915.0,1398.4,2019-05-03
2019-05-02,45328,80919.0,327.4,2019-05-02
2019-05-02,45329,80919.0,217.0,2019-05-02
2019-05-02,45330,80918.0,382.4,2019-05-02
2019-05-01,45331,80921.0,0.0,2019-05-01
2019-05-01,45332,80921.0,0.0,2019-05-01
2019-04-30,45334,80919.0,518.0,2019-04-30
2019-04-30,45335,80919.0,223.4,2019-04-30
2019-05-03,45336,80909.0,56.0,2019-05-03
2019-05-04,45337,80132.0,435.0,2019-05-04
2019-05-03,45338,80918.0,49.0,2019-05-03
2019-05-04,45339,80918.0,1325.4,2019-05-03
2019-05-04,45340,80920.0,979.0,2019-05-03
2019-05-06,45341,80906.0,405.0,2019-05-06
2019-05-06,45342,80907.0,78.0,2019-05-06
2019-05-02,45343,80909.0,618.4,2019-05-02
2019-05-02,45344,80921.0,129.0,2019-05-02
2019-05-02,45345,80919.0,78.0,2019-05-02
2019-05-03,45346,80920.0,400.0,2019-05-02
2019-05-02,45347,80907.0,49.0,2019-05-02
2019-04-29,45348,80917.0,167.4,2019-04-29
2019-05-03,45349,80922.0,84.0,2019-05-03
2019-05-04,45350,80920.0,140.0,2019-05-03
2019-05-06,45351,80909.0,0.0,2019-05-06
2019-05-06,45352,80919.0,0.0,2019-05-06
2019-05-06,45353,80920.0,0.0,2019-05-06
2019-05-06,45354,80920.0,0.0,2019-05-06
2019-05-06,45355,80904.0,0.0,2019-05-06
2019-05-06,45356,80921.0,0.0,2019-05-06
2019-04-30,45357,80923.0,84.0,2019-04-30
2019-05-06,45360,80905.0,139.0,2019-05-06
2019-05-06,45361,80911.0,439.0,2019-05-06
2019-05-06,45362,80921.0,769.4,2019-05-06
2019-05-06,45363,80920.0,95.0,2019-05-06
2019-05-07,45364,80921.0,269.0,2019-05-07
2019-05-06,45365,80132.0,74.0,2019-05-06
2019-05-07,45367,80904.0,4082.0,2019-05-06
2019-05-06,45368,80920.0,257.0,2019-05-06
2019-04-08,45370,80911.0,5347.0,2019-04-08
2019-05-07,45371,80920.0,284.4,2019-05-06
2019-05-07,45374,80951.0,79.0,2019-05-07
2019-05-08,45375,80922.0,0.0,2019-05-08
2019-05-07,45376,80920.0,870.0,2019-05-07
2019-05-06,45377,80921.0,1999.0,2019-05-06
2019-05-07,45378,80917.0,676.0,2019-05-07
2019-05-08,45379,80919.0,740.0,2019-05-08
2019-05-08,45380,80917.0,442.0,2019-05-08
2019-05-06,45381,80903.0,544.4,2019-05-06
2019-05-08,45382,80923.0,290.0,2019-05-07
2019-05-07,45383,80906.0,0.0,2019-05-07
2019-05-07,45384,80915.0,0.0,2019-05-07
2019-05-07,45385,80918.0,139.0,2019-05-07
2019-05-07,45386,80831.0,0.0,2019-05-06
2019-05-07,45387,80925.0,0.0,2019-05-07
2019-05-07,45388,80918.0,0.0,2019-05-07
2019-05-07,45389,80909.0,457.0,2019-05-07
2019-05-07,45390,80924.0,65.0,2019-05-07
2019-05-07,45391,80921.0,74.0,2019-05-07
2019-05-07,45392,80132.0,134.0,2019-05-07
2019-05-08,45393,80831.0,0.0,2019-05-08
2019-05-08,45394,80903.0,119.0,2019-05-08
2019-05-07,45395,80908.0,0.0,2019-05-07
2019-05-07,45396,80106.0,625.4,2019-05-07
2019-05-07,45397,80922.0,0.0,2019-05-07
2019-05-07,45399,80132.0,0.0,2019-05-07
2019-05-07,45400,80908.0,0.0,2019-05-07
2019-05-07,45401,80908.0,0.0,2019-05-07
2019-05-07,45402,80908.0,167.4,2019-05-07
2019-05-07,45403,80919.0,184.4,2019-05-07
2019-05-07,45404,80923.0,241.0,2019-05-07
2019-05-07,45405,80924.0,207.0,2019-05-07
2019-05-07,45407,80921.0,0.0,2019-05-07
2019-05-07,45408,80906.0,0.0,2019-05-07
2019-05-08,45409,80921.0,0.0,2019-05-07
2019-05-07,45410,80906.0,49.0,2019-05-07
2019-05-08,45411,80922.0,1069.0,2019-05-07
2019-05-11,45412,80920.0,0.0,2019-05-11
2019-05-11,45413,80132.0,0.0,2019-05-11
2019-05-11,45414,80831.0,0.0,2019-05-11
2019-05-11,45415,80132.0,435.0,2019-05-11
2019-05-11,45416,80817.0,1971.4,2019-05-11
2019-05-10,45418,80909.0,118.0,2019-05-10
2019-05-10,45419,80922.0,188.0,2019-05-10
2019-05-10,45420,80922.0,326.0,2019-05-10
2019-05-10,45421,80922.0,0.0,2019-05-10
2019-05-09,45422,80132.0,0.0,2019-05-09
2019-05-09,45423,80132.0,435.0,2019-05-09
2019-05-09,45424,80132.0,188.0,2019-05-09
2019-05-09,45425,80132.0,0.0,2019-05-09
2019-05-08,45426,80132.0,174.0,2019-05-08
2019-05-08,45427,80921.0,95.0,2019-05-08
2019-05-06,45428,80905.0,254.0,2019-05-06
2019-05-11,45429,80920.0,8700.0,2019-05-10
2019-05-10,45430,80920.0,132.0,2019-05-10
2019-05-09,45431,80907.0,245.4,2019-05-09
2019-05-10,45432,80917.0,1344.0,2019-05-10
2019-05-07,45433,80919.0,139.0,2019-05-07
2019-05-06,45434,80922.0,184.0,2019-05-06
2019-05-09,45435,80924.0,188.0,2019-05-09
2019-05-10,45436,80907.0,49.0,2019-05-10
2019-05-10,45437,80911.0,68.0,2019-05-10
2019-05-10,45438,80817.0,410.0,2019-05-10
2019-05-10,45439,80909.0,445.4,2019-05-10
2019-05-08,45440,80831.0,84.0,2019-05-08
2019-05-09,45441,80924.0,696.4,2019-05-09
2019-05-10,45442,80909.0,49.0,2019-05-10
2019-05-09,45443,80907.0,35.0,2019-05-09
2019-05-08,45444,80909.0,84.0,2019-05-08
2019-05-07,45445,80919.0,129.0,2019-05-06
2019-05-11,45446,80911.0,0.0,2019-05-11
2019-05-08,45447,80922.0,0.0,2019-05-08
2019-05-10,45448,80924.0,0.0,2019-05-10
2019-05-08,45449,80908.0,0.0,2019-05-08
2019-05-08,45450,80132.0,0.0,2019-05-08
2019-05-08,45451,80831.0,0.0,2019-05-08
2019-05-08,45452,80921.0,1645.0,2019-05-08
2019-05-08,45453,80831.0,139.0,2019-05-08
2019-05-08,45454,80831.0,139.0,2019-05-08
2019-05-08,45455,80132.0,965.4,2019-05-08
2019-05-08,45456,80917.0,167.4,2019-05-08
2019-05-08,45457,80925.0,245.4,2019-05-08
2019-05-08,45458,80925.0,0.0,2019-05-08
2019-05-09,45459,80919.0,419.0,2019-05-09
2019-05-07,45460,80922.0,327.0,2019-05-07
2019-05-08,45461,80919.0,491.0,2019-05-08
2019-05-09,45462,80921.0,0.0,2019-05-09
2019-05-09,45463,80909.0,0.0,2019-05-09
2019-05-09,45464,80921.0,0.0,2019-05-09
2019-05-09,45465,80909.0,1523.4,2019-05-08
2019-05-09,45466,80919.0,449.4,2019-05-09
2019-05-09,45467,80907.0,133.0,2019-05-09
2019-05-09,45468,80904.0,49.0,2019-05-09
2019-05-10,45469,80907.0,0.0,2019-05-09
2019-05-09,45471,80910.0,0.0,2019-05-09
2019-05-08,45473,80919.0,51.0,2019-05-08
2019-05-08,45474,80903.0,112.0,2019-05-08
2019-05-08,45475,80921.0,241.0,2019-05-08
2019-05-09,45476,80919.0,84.0,2019-05-09
2019-05-09,45477,80903.0,84.0,2019-05-09
2019-05-10,45478,80924.0,17.0,2019-05-10
2019-05-10,45479,80918.0,84.0,2019-05-10
2019-05-11,45480,80906.0,484.0,2019-05-10
2019-05-10,45481,80918.0,0.0,2019-05-10
2019-05-07,45482,80920.0,549.0,2019-05-07
2019-05-06,45483,80919.0,0.0,2019-05-06
2019-05-09,45484,80916.0,0.0,2019-05-09
2019-05-10,45485,80907.0,0.0,2019-05-10
2019-05-11,45486,80908.0,84.0,2019-05-11
2019-05-10,45487,80920.0,95.0,2019-05-10
2019-05-08,45488,80918.0,4806.0,2019-05-08
2019-05-14,45489,80908.0,0.0,2019-05-14
2019-05-14,45490,80918.0,135.0,2019-05-14
2019-05-13,45491,80908.0,0.0,2019-05-13
2019-05-13,45492,80923.0,139.0,2019-05-13
2019-05-13,45493,80906.0,1732.0,2019-05-13
2019-05-13,45494,80923.0,0.0,2019-05-13
2019-05-13,45495,80922.0,84.0,2019-05-13
2019-05-13,45496,80132.0,28.0,2019-05-13
2019-05-13,45497,80923.0,0.0,2019-05-13
2019-05-13,45498,80915.0,0.0,2019-05-13
2019-05-13,45499,80922.0,1180.0,2019-05-13
2019-05-14,45500,80919.0,241.0,2019-05-14
2019-05-13,45501,80906.0,139.0,2019-05-13
2019-05-14,45502,80911.0,74.0,2019-05-13
2019-05-13,45503,80910.0,198.0,2019-05-13
2019-05-14,45504,80920.0,2599.0,2019-05-13
2019-05-13,45505,80920.0,192.0,2019-05-13
2019-05-13,45506,80132.0,48.0,2019-05-13
2019-05-13,45507,80132.0,0.0,2019-05-13
2019-05-13,45508,80920.0,0.0,2019-05-13
2019-05-13,45509,80920.0,0.0,2019-05-13
2019-05-13,45510,80911.0,248.0,2019-05-13
2019-05-13,45511,80903.0,0.0,2019-05-13
2019-05-13,45512,80906.0,0.0,2019-05-13
2019-05-13,45513,80918.0,0.0,2019-05-13
2019-05-13,45514,80921.0,0.0,2019-05-13
2019-05-13,45515,80920.0,0.0,2019-05-13
2019-05-13,45516,80132.0,0.0,2019-05-13
2019-05-13,45517,80132.0,84.0,2019-05-13
2019-05-13,45518,80910.0,0.0,2019-05-13
2019-05-13,45519,80910.0,0.0,2019-05-13
2019-05-13,45520,80920.0,0.0,2019-05-13
2019-05-13,45521,80923.0,0.0,2019-05-13
2019-05-14,45522,80924.0,584.4,2019-05-14
2019-05-14,45523,80924.0,0.0,2019-05-14
2019-05-14,45524,80908.0,48.0,2019-05-14
2019-05-14,45525,80132.0,139.0,2019-05-14
2019-05-14,45526,80921.0,97.0,2019-05-14
2019-05-14,45527,80909.0,313.0,2019-05-14
2019-05-14,45528,80906.0,0.0,2019-05-14
2019-05-14,45529,80920.0,266.4,2019-05-14
2019-05-14,45530,80919.0,0.0,2019-05-14
2019-05-15,45531,80922.0,0.0,2019-05-15
2019-05-14,45532,80921.0,0.0,2019-05-14
2019-05-14,45534,80922.0,161.0,2019-05-14
2019-05-14,45536,80907.0,439.0,2019-05-14
2019-05-14,45537,80909.0,140.0,2019-05-14
2019-05-14,45538,80909.0,195.4,2019-05-14
2019-05-14,45539,80904.0,95.0,2019-05-14
2019-05-14,45540,80921.0,247.0,2019-05-14
2019-05-13,45541,80908.0,391.4,2019-05-13
2019-05-15,45542,80907.0,1135.0,2019-05-14
2019-05-14,45543,80927.0,1005.0,2019-05-14
2019-05-14,45544,80923.0,139.0,2019-05-14
2019-05-14,45545,80917.0,243.0,2019-05-14
2019-05-14,45546,80906.0,316.0,2019-05-14
2019-05-15,45547,80924.0,0.0,2019-05-15
2019-05-15,45548,80921.0,312.0,2019-05-15
2019-05-18,45549,80922.0,0.0,2019-05-18
2019-05-18,45550,80924.0,51.0,2019-05-18
2019-05-18,45551,80915.0,384.0,2019-05-18
2019-05-17,45552,80132.0,0.0,2019-05-17
2019-05-17,45553,80908.0,0.0,2019-05-17
2019-05-17,45554,80908.0,139.0,2019-05-17
2019-05-17,45555,80132.0,203.0,2019-05-17
2019-05-17,45556,80924.0,0.0,2019-05-17
2019-05-18,45557,80906.0,119.0,2019-05-17
2019-05-17,45558,80909.0,380.0,2019-05-17
2019-05-18,45559,80923.0,139.0,2019-05-17
2019-05-17,45560,80919.0,350.0,2019-05-17
2019-05-17,45561,80905.0,184.4,2019-05-17
2019-05-17,45562,80919.0,118.0,2019-05-17
2019-05-17,45563,80909.0,0.0,2019-05-17
2019-05-17,45564,80918.0,0.0,2019-05-17
2019-05-17,45565,80908.0,0.0,2019-05-17
2019-05-17,45566,80908.0,0.0,2019-05-17
2019-05-17,45567,80920.0,0.0,2019-05-17
2019-05-17,45568,80132.0,0.0,2019-05-17
2019-05-18,45569,80919.0,0.0,2019-05-17
2019-05-17,45570,80921.0,109.0,2019-05-17
2019-05-16,45571,80921.0,0.0,2019-05-16
2019-05-16,45572,80920.0,0.0,2019-05-16
2019-05-16,45573,80907.0,0.0,2019-05-16
2019-05-16,45574,80904.0,0.0,2019-05-16
2019-05-16,45575,80905.0,0.0,2019-05-16
2019-05-16,45576,80922.0,0.0,2019-05-16
2019-05-16,45577,80920.0,177.0,2019-05-16
2019-05-16,45578,80908.0,0.0,2019-05-16
2019-05-16,45579,80106.0,0.0,2019-05-16
2019-05-17,45580,80908.0,113.0,2019-05-16
2019-05-16,45581,80921.0,0.0,2019-05-16
2019-05-16,45582,80921.0,0.0,2019-05-16
2019-05-16,45583,80920.0,0.0,2019-05-16
2019-05-16,45584,80919.0,0.0,2019-05-16
2019-05-16,45585,80132.0,294.0,2019-05-16
2019-05-16,45586,80908.0,367.0,2019-05-16
2019-05-16,45587,80920.0,272.0,2019-05-16
2019-05-16,45588,80923.0,219.4,2019-05-16
2019-05-16,45589,80817.0,74.0,2019-05-16
2019-05-16,45590,80924.0,644.0,2019-05-16
2019-05-16,45591,80922.0,45.0,2019-05-16
2019-05-16,45592,80920.0,297.4,2019-05-16
2019-05-16,45593,80906.0,0.0,2019-05-15
2019-05-15,45594,80922.0,0.0,2019-05-15
2019-05-15,45595,80909.0,0.0,2019-05-15
2019-05-15,45596,80908.0,0.0,2019-05-15
2019-05-16,45597,80132.0,0.0,2019-05-15
2019-05-15,45598,80922.0,0.0,2019-05-15
2019-05-15,45599,80922.0,0.0,2019-05-15
2019-05-14,45600,80921.0,0.0,2019-05-14
2019-05-14,45601,80919.0,319.0,2019-05-14
2019-05-18,45603,80908.0,34.0,2019-05-18
2019-05-17,45604,80927.0,440.0,2019-05-17
2019-05-17,45605,80924.0,82.0,2019-05-17
2019-05-17,45606,80132.0,1334.0,2019-05-17
2019-05-17,45607,80132.0,78.0,2019-05-17
